受注ID,受注番号,取引ID,決済処理,定期受注ID,定期受注番号,要対応定期受注（定期）,要対応理由（定期）,ステータス（定期）,停止理由（定期）,キャンセル理由（定期）,定期回数,エラーメッセージ
422391,d6cc92ab85,00005016993499,void,78999,39166e8d38,いいえ,"",キャンセル,"",注文ミス,0,""
